Genes,NGN2.BIO1755497.00012nM,NGN2.BIO2006152.00045nM,NGN2.BIO2059811.00261nM,NGN2.BIO2135644.00300nM
TMEM230,0.127,0.122,0.145,0
SUN1,0,0,0.214,0.179857952259483
BHLHB9,0.114,0,0.124,0.154762092580896
PHGDH,0,0,0.261232235036841,0.129062630787868
CEP72,0,0,0.38946730457899,0
AC010642.2,0,0.117,0.132,0.14
MAPKAPK5,0,0,0,0.388713058970455
TUBB4A,0,0.388075155263405,0,0
TASOR2,0,0,0.228814665080523,0.159
WASHC4,0,0,0.387564762308766,0
EFCAB2,0,0.157,0.229474519639715,0
SLC35A3,0.104,0.133,0,0.149
DZANK1,0.17,0.114,0.101,0
KLHL24,0,0.193,0,0.19
NBPF11,0,0,0.382958621914648,0
FUCA1,0,0,0.257418963135962,0.124760027496169
VDAC2,0,0,0.273463176250415,0.108672283005693
GRIA4,0,0.186,0.196,0
HEATR6,0.132,0.136,0,0.114
PACRGL,0,0,0.195092025958844,0.186639573504002
MFF,0,0,0.380391773167441,0
MSTO2P,0,0,0.380294129858076,0
CLTA,0,0,0.251058356788743,0.129
TTLL7,0,0,0.254,0.126
FUBP3,0,0,0.179049533931312,0.200205943815524
MADD,0,0.101,0.142,0.136
MAN1A2,0,0,0.377955284490823,0
KDM4C,0.131,0.246469753564898,0,0
KLHDC8A,0.119,0.146,0.112,0
TCTN1,0.132,0,0.127,0.118
MTRES1,0.128,0,0.117,0.131
SETMAR,0,0,0.17,0.206
TPGS2,0,0,0.376,0
DENND2B,0.186148864510081,0,0,0.189619452214644
AL034550.3,0.375617078052331,0,0,0
KIF1A,0,0,0.262194535504551,0.113310258480016
AP001972.3,0,0.375152705497409,0,0
ERRFI1,0,0,0.180318916509091,0.193004101943991
ANK3,0.129,0,0.115,0.129
SNHG15,0,0.373,0,0
IFT88,0.14,0.117,0,0.115
SSBP1,0,0.107982546677482,0,0.263938371304821
ENKD1,0,0.199553907448135,0.172,0
CEACAM19,0,0,0,0.370660368338762
GRIN1,0,0.227,0,0.143
TCF3,0,0.369719351082605,0,0
ENTPD1-AS1,0.369121676079258,0,0,0
OTUD7A,0,0,0.368766518009786,0
TANK,0,0,0.211441235402126,0.157248527654482
PHACTR1,0,0,0.215859960171202,0.152244571202146
SERF1B,0,0,0.367682375850477,0
STXBP4,0,0,0.366126462769623,0
KDM8,0,0,0.365721783970918,0
SLC25A19,0,0,0,0.365035262465455
STK36,0.363589660462638,0,0,0
ARHGEF7,0.363357426522935,0,0,0
PIK3R4,0,0,0.193137052899119,0.169685014662529
ELF2,0,0,0.362378186898088,0
U2AF1L4,0,0.185192973479817,0,0.177
C9orf78,0,0,0.183836035143654,0.178260918342396
SLCO4A1,0,0,0.362087455242906,0
BICD1,0,0.128,0.234030430460344,0
MAMLD1,0,0,0.155,0.207
ZNF10,0,0,0.242701458564188,0.119
SAMD12,0,0.113,0.248114932011585,0
LINC02202,0,0,0,0.360238471873582
KCNC4,0.359263969389843,0,0,0
SCYL2,0,0.359,0,0
TNFRSF19,0,0.123,0.121,0.113
SMC5,0,0,0.356065103461755,0
WAC-AS1,0,0,0.165793695192557,0.18996385394059
FBXL4,0,0,0.190730898165605,0.165
FNDC3A,0,0,0.355410035338655,0
FADS2,0,0,0.353993874881385,0
SRGAP1,0,0,0.235805622657853,0.117936684821181
SMC6,0,0,0.211490852379705,0.142
NPR2,0,0,0.172,0.18
ZNF519,0.352,0,0,0
P4HA2,0,0,0.351852952265219,0
PUS1,0.112,0,0.13,0.109
ULK1,0,0,0.350112150205732,0
FPGS,0,0,0,0.349397240007311
ZNF687,0,0.349,0,0
MAX,0,0.348266371573116,0,0
PGGT1B,0,0,0.348114637563484,0
SNHG14,0.348,0,0,0
GRIA3,0,0.113,0.12,0.114
PAN2,0,0.121,0.121,0.105
SLC29A2,0.345181224256805,0,0,0
ADCK1,0,0.169,0.176,0
NCOR1,0,0,0.138,0.207
CPNE1,0,0,0.183,0.161
PARN,0,0,0.344,0
WDR53,0,0.155,0,0.189
DGKI,0,0,0.22886833751406,0.114
AC007743.1,0.342343941519646,0,0,0
IQCH,0,0.342306265194525,0,0
LRCH4,0.179,0,0,0.162
AL390198.1,0.340606792384427,0,0,0
AC010615.2,0,0,0.340364402665075,0
KIAA0753,0,0,0.34021562669064,0
ATP11B,0.159,0,0.181,0
PAK4,0,0.172,0.168,0
AC007161.3,0,0.339359409468476,0,0
PRMT2,0,0,0.187,0.152
AC091167.7,0.16,0,0,0.178
PTCD2,0.158,0,0,0.18
UIMC1,0,0,0.172813286788608,0.164
LRRC37A4P,0,0,0.33611196855622,0
AC104452.1,0,0,0,0.336
AC118549.1,0.103,0,0.127,0.106
BCS1L,0,0.183,0.153,0
SNX4,0,0,0.22868227925827,0.105983744225775
TTLL9,0,0,0.334419638435803,0
GALNT8,0,0,0.333259322859861,0
INTS11,0.19,0,0.143,0
TMEM131,0,0,0.332738065984433,0
KCNC1,0,0,0,0.33230689840947
TAF1,0,0,0.332291128358976,0
LRR1,0,0,0,0.332110865358465
TRIM27,0,0,0.332,0
WASHC5,0,0,0.21,0.122
LDLRAD3,0,0.331733318912884,0,0
ZNF451,0,0,0.158,0.173
VIPAS39,0,0,0.32981972544581,0
PIGU,0,0,0.213659826614923,0.114076735361576
UBIAD1,0,0.327706951070441,0,0
MRPS31P4,0,0.326997356467268,0,0
KANSL1L,0.326875787934919,0,0,0
NICN1,0.111,0,0.105,0.11
TIA1,0,0,0.325766049502595,0
CDCA4,0,0.325636195994514,0,0
RPS6KB2,0.144,0,0,0.181567654832723
OBSCN,0,0,0,0.325332919261158
CYP1A1,0.324997783804642,0,0,0
MZF1,0,0,0.324253089150924,0
CALU,0,0,0.324,0
CLN6,0,0.324,0,0
ERICH1,0,0,0,0.324
FAM168B,0,0,0.146211767827914,0.175855716784235
NPRL2,0,0.322,0,0
RIPK1,0,0.192,0.13,0
PDE3B,0,0,0.321930880818567,0
DTWD1,0,0.321054042740007,0,0
PIKFYVE,0.158,0,0.163,0
ATG9A,0,0.174,0.147,0
LIN54,0.177,0,0.144,0
ZSCAN23,0.216,0,0,0.103348300348306
CEROX1,0,0,0.13,0.189
PIGT,0,0,0,0.319
AC104109.4,0.15,0.168,0,0
MDC1,0,0,0.162,0.156
TPTEP2-CSNK1E,0,0,0.316925375600868,0
IKBKB,0,0,0,0.315943231409637
AC009126.1,0,0,0.315043080710863,0
STAT1,0,0,0.21,0.105
ZNF85,0,0,0.315,0
TKFC,0,0,0,0.314683015156803
PMS2P3,0.101,0.107,0.106,0
PPOX,0,0.134,0,0.18
BCLAF3,0,0,0.144,0.167789003892773
MTRF1,0,0,0,0.311253238282732
OSGEPL1,0,0,0.119,0.192
ACBD4,0,0,0.310619582599877,0
AL353743.1,0,0,0.31,0
HMOX2,0,0,0.309,0
ZBTB25,0,0,0.308407853115776,0
MRPL22,0,0,0,0.308172031070129
ERVK13-1,0,0,0,0.308
TAF6,0,0,0.307779080866634,0
LMBR1L,0.153,0,0.153,0
PCBP4,0,0,0.17,0.135
PRRG1,0,0,0.304293056369581,0
DECR2,0,0,0,0.302218473521634
MIR124-2HG,0,0,0.301,0
AP1G2,0,0,0,0.300474922589116
TRMT61B,0,0,0.161,0.139
TRIM16,0,0,0.190430640539038,0.109
AC097376.3,0,0.298389711380723,0,0
DHODH,0,0,0,0.298294094766085
KLHL17,0,0.297672374312779,0,0
CEP57,0,0.115826172926223,0,0.181307459148181
SAMD10,0.154,0,0,0.143
MIR181A2HG,0,0,0,0.296985899135406
TMEM117,0,0,0.296641348677546,0
IGSF3,0,0,0.296287047293236,0
DENND6B,0.133379035353116,0.162390078990211,0,0
WASH8P,0,0,0.295739859100436,0
MCF2,0.295074858721196,0,0,0
CIPC,0,0,0,0.294884606823748
FCHO1,0,0,0,0.294502716448614
CCS,0,0.294339239378011,0,0
MRPL55,0,0.102,0.191,0
FAHD2CP,0,0,0.291999688819371,0
BAHCC1,0,0,0.291928586449846,0
PROSER3,0,0,0,0.291753110909453
TTLL5,0,0,0,0.290982223581796
EPHX2,0.290648927713519,0,0,0
GRB10,0,0.12,0.170646448257533,0
ZNF445,0.289581779204593,0,0,0
HIVEP3,0.178331895163113,0,0,0.111
FASTKD2,0,0,0.28890010732645,0
AL031282.2,0,0,0.288851206812826,0
ICE2,0.288819928778738,0,0,0
LTBP4,0,0,0,0.288623847800707
QRICH1,0,0,0,0.288326273219693
AC046134.2,0,0.108,0.180139844298694,0
FAM193B,0.151,0,0.137,0
SLC46A1,0,0,0.287774344853712,0
URI1,0,0,0,0.286641572604712
LINC00632,0.286332199569799,0,0,0
BRWD3,0,0,0.286299734384582,0
CSRP2,0,0,0,0.286214724789272
THAP9-AS1,0,0.102,0,0.184
DCBLD2,0,0,0.285996473798304,0
SMPDL3A,0,0.285187998566304,0,0
ERCC6L2,0,0,0,0.285077342230314
C8orf34,0,0,0.284528637745949,0
RSPO4,0,0,0,0.283852696755349
CPT1C,0,0,0,0.28359718131424
MTFP1,0,0.161,0.121,0
ATP6V0E2-AS1,0,0,0,0.281986111938641
AC004951.4,0,0,0.281041588287271,0
COQ10A,0.129,0,0.152,0
FSTL4,0,0,0,0.280994096700192
TCF12,0,0,0.280776503531073,0
BCAR3,0,0.279780646954409,0,0
UBA6-AS1,0,0,0.139758559750811,0.14
CABYR,0,0,0.279435356058185,0
MARCHF8,0,0,0,0.279138969326921
HCG18,0.133,0,0,0.146
PTPRZ1,0,0,0.279,0
THAP6,0,0,0.123,0.156
RBIS,0,0,0.167960697780303,0.110388190680928
SMIM7,0,0,0,0.278099499015681
OTUD3,0,0,0.277747985583839,0
MLF2,0,0,0.277098223424762,0
AC006504.5,0,0,0.121,0.156
DGKZ,0,0,0.277,0
TBPL1,0,0,0.16,0.117
ZNF567,0,0,0.277,0
FAH,0,0,0,0.276508111945418
CLK3,0.276,0,0,0
AP4E1,0.160432807665187,0,0.115,0
LINC00265,0,0,0,0.275143326341843
TSEN2,0,0,0,0.273812049559711
EPHB6,0.163,0.11,0,0
SP2,0,0,0.272228382915265,0
OSBPL1A,0.272126220442597,0,0,0
ODF2L,0,0,0.272,0
ZDHHC13,0,0,0.272,0
CAMK2B,0,0,0.118684049483659,0.152972323184863
CD47,0,0,0.271329422565129,0
HP1BP3,0.146,0,0,0.125
TMEM214,0,0,0.27094581081405,0
NEDD4,0,0,0.270360155436865,0
N4BP2,0,0,0.27,0
ATPAF1,0,0,0.269953964637043,0
DGKB,0,0,0.269536195305171,0
CCDC92,0,0,0.14,0.129
NUBP2,0,0,0.144,0.125
SRSF5,0.269,0,0,0
NBPF8,0,0.268806261326324,0,0
ARID1A,0,0,0.110994750508143,0.156990566920326
PCDH19,0,0.141410363768072,0,0.12639763332206
PHLDB1,0,0,0.267599827991095,0
DMD,0,0,0.267520074565739,0
SYNE1,0,0,0.139,0.128
LDAH,0,0,0,0.265590675706466
ZNF138,0,0,0.265496617982726,0
DTYMK,0.117,0.148,0,0
FIGNL1,0,0,0.265,0
ZNF530,0,0.265,0,0
GAPVD1,0,0,0.264041477125682,0
KIF27,0,0,0.263715904565326,0
DDX3X,0,0,0.129,0.134
ZBTB8OS,0,0,0.12,0.143
RCOR3,0.161759782870587,0,0.101,0
AHI1,0,0,0.262621180536358,0
RFFL,0,0,0,0.261993453924372
MRTFB,0,0,0.261871842280062,0
RUFY2,0,0,0,0.261827258500762
MCM8,0,0,0,0.261772936597106
GLS2,0.145,0.116,0,0
PACSIN2,0.26046265998232,0,0,0
TMEM39A,0,0.260246212763788,0,0
CLVS1,0.129,0,0.131,0
SLC2A13,0,0,0.259438855200477,0
LRBA,0,0,0.259347696264962,0
BAD,0.259300406551989,0,0,0
INSYN2A,0,0,0.259,0
ICA1L,0,0.258759389360928,0,0
HLTF,0,0,0,0.257502436240576
PTPRO,0,0,0.154578156121961,0.102177091707155
CPEB2,0,0,0.109612781299415,0.147
LGALS1,0,0.255921302084657,0,0
MYT1L,0.119879351044896,0,0,0.135876589234783
RFLNA,0.255173022465872,0,0,0
IGSF9B,0,0,0.255146879957355,0
AC093752.1,0,0,0.255091702375868,0
RBPJ,0,0,0.255,0
TMEM51,0,0.255,0,0
KCNN1,0,0.254368363383572,0,0
AC013717.1,0,0,0.254291100953259,0
AC008770.2,0.128,0.126,0,0
GSTCD,0,0.133,0.121,0
MGAT4B,0.136,0.118,0,0
TTYH1,0,0.25366295383625,0,0
MRPL39,0,0,0,0.253636217707146
AC004540.1,0,0,0,0.253
CEP290,0.14,0.113,0,0
PPM1B,0,0,0.252995184011256,0
MARCHF6,0,0,0,0.252
RGS7,0,0,0.129,0.123
SRGAP2B,0,0,0.251828442224393,0
GUCY1B1,0,0.251818802151442,0,0
AC092279.1,0,0.251445293126893,0,0
PLA2G6,0,0.136,0.115,0
PTPN4,0,0,0.139,0.112
LRRC6,0,0,0,0.250499994861811
IFRD2,0.119,0,0.131,0
MID1IP1,0,0,0,0.25
TMF1,0,0,0.105,0.145
TMTC4,0,0,0.117,0.133
UHRF2,0,0,0.125,0.125
BCL2L11,0,0.249807893731242,0,0
PMS2,0.142,0,0.107,0
ZNF74,0.248879569144564,0,0,0
DIP2A,0.248728012506231,0,0,0
AC016876.2,0,0.248415459673482,0,0
AL391807.1,0,0,0,0.247809010522325
MVB12A,0,0,0.247188876052357,0
IMMP1L,0.247,0,0,0
SPATA13,0,0.246125931838561,0,0
PILRB,0,0,0.246,0
TCEAL1,0,0,0.108,0.138
AC233296.1,0,0.244324107199341,0,0
TMEM161B-AS1,0,0,0.243865681728401,0
EEF1AKMT2,0.243272589977393,0,0,0
ORC3,0,0,0.243038158388753,0
TMEM134,0,0,0.243,0
PPP1R26,0,0.242887926836038,0,0
C2orf27A,0,0.242583402164292,0,0
NAB1,0,0.242216729810963,0,0
DLG5,0,0,0.242008304518832,0
KLF8,0.112,0,0,0.13
MFSD14C,0.112,0,0.13,0
ZNF266,0,0,0.241,0
OGDH,0.122,0.118,0,0
CDK5RAP3,0.239,0,0,0
MTRR,0.118,0,0,0.121
STX2,0,0,0.238339541442478,0
BCL2L13,0,0,0.124,0.114
BCL9L,0.124,0.114,0,0
HPS4,0,0,0,0.238
VSTM2B,0,0.237964169640601,0,0
TCF4,0,0,0.237534412937732,0
TRMT10B,0,0,0.237,0
GATAD2A,0,0.236803403047578,0,0
RPUSD1,0,0.236723389011761,0,0
UPK2,0.236625521184796,0,0,0
RNF182,0,0,0,0.236244855903962
BTN3A1,0,0,0.236119748252473,0
ACAD8,0.118,0.118,0,0
CHAF1A,0,0.131,0.105,0
PABPC1,0,0,0.236,0
ZNF789,0.128,0,0.108,0
AKAP6,0,0,0.235441766584967,0
AZIN1-AS1,0,0,0.235026416577923,0
MINK1,0,0,0,0.235
RABGGTB,0,0,0.234,0
SNX25,0.111,0.123,0,0
FDFT1,0,0.233510249693501,0,0
ASNSD1,0.116,0,0,0.117062758451093
PSMG4,0.232863102085076,0,0,0
CCDC136,0,0.232570204855782,0,0
EPB41,0,0.101,0.131,0
AC105052.1,0.122,0.11,0,0
GATD1,0,0,0,0.231
CNOT7,0,0,0.129727808262871,0.100716765449583
SLC29A1,0.230442315090137,0,0,0
DNMT3B,0,0,0,0.229702718044602
FAM228B,0,0.117,0.112,0
MAN2A2,0.228554898128213,0,0,0
ZNF670-ZNF695,0,0,0.228243553877333,0
DHRSX,0,0,0,0.227318121569662
ABCB6,0,0.11,0,0.117
MRPL43,0,0,0.107,0.12
TBC1D1,0,0.108,0.119,0
SEMA5B,0.226580219393743,0,0,0
PDIK1L,0,0,0.22657661121544,0
C16orf70,0.106,0,0.12,0
SLC25A30,0.225963325258185,0,0,0
SLC35E2A,0,0,0.225870676382762,0
RAP1GAP2,0,0,0,0.225092896351133
ZNF616,0,0.107,0.118,0
EML2,0,0,0,0.224696659180878
DNAJA4,0,0,0,0.224643524180654
LETMD1,0,0,0.224,0
NPIPB13,0,0,0.223281357515895,0
RASSF4,0,0,0.222722254078106,0
ZNF827,0,0,0.222214353419737,0
NR2C2,0,0,0.222078577531353,0
AC025165.6,0,0,0,0.222
BBOF1,0,0,0.222,0
MRPL33,0,0,0.12,0.101
NUP54,0,0,0,0.221
PDSS2,0,0,0,0.221
RABEPK,0.221,0,0,0
RPL23AP53,0.221,0,0,0
STARD3,0,0,0,0.221
AGK,0,0,0.220609801748954,0
MINDY2,0,0,0.220568524044989,0
VARS2,0,0,0.220299314811896,0
SPATA6L,0,0,0.220135903073568,0
CLUHP3,0,0,0.220064270672377,0
CCDC186,0,0,0.22,0
CMC2,0.114,0,0,0.106
IRAK1BP1,0.22,0,0,0
ALKBH8,0,0.219693866325543,0,0
WASF1,0,0,0.100157723417044,0.119
LPAR2,0.219,0,0,0
DHRS1,0,0,0,0.218
NTNG1,0.109,0,0,0.109
HINFP,0,0,0,0.2175633782778
CUTALP,0,0,0,0.217018707851727
ADAM22,0,0,0,0.217
AGAP3,0,0,0.217,0
C1D,0,0.217,0,0
STAG2,0,0,0.111,0.106
AL390726.5,0.21694458153687,0,0,0
ANO6,0,0,0.216892146675151,0
SLC9A8,0,0,0.216651256415334,0
GRIK2,0,0,0.216080952983833,0
NDST4,0.104,0,0.112,0
ZFAND1,0.216,0,0,0
AC114316.1,0,0,0,0.215847345980126
HAUS1,0,0,0.101,0.114
NRSN2-AS1,0,0,0.109,0.106
ACADSB,0,0.21473121096637,0,0
BABAM2,0,0,0.113963346896331,0.10053396723389
UBN2,0,0,0.214398668816564,0
DIPK1B,0,0,0.214209051553295,0
AC004980.1,0.214108329011881,0,0,0
KIAA0895,0,0,0.113,0.101
MAPK11,0,0,0,0.213669026698926
ABHD11,0,0,0.213,0
CCDC85A,0.213,0,0,0
PARVB,0,0,0.212702047680687,0
MROH8,0,0,0.212606102236058,0
CDR2L,0,0,0,0.212527417274532
VWC2L,0.212377308556158,0,0,0
SCN3A,0,0,0.105,0.107306407848017
MRPL51,0,0,0,0.212103734100736
ATP7A,0.212010218095529,0,0,0
CALCOCO2,0,0.102,0,0.11
COPS3,0,0,0.212,0
SRR,0.211522449531038,0,0,0
TMEM18,0,0,0.211098026675801,0
RASSF8-AS1,0,0.211,0,0
SYVN1,0.211,0,0,0
VPS54,0.104,0.107,0,0
PHIP,0,0,0,0.210426573270534
PTPN5,0.102,0,0.108,0
LINC00630,0,0,0.209959414042107,0
DNAJC13,0,0,0.209449813839879,0
FAM219B,0,0,0.209,0
FRG1HP,0.209,0,0,0
PLCD1,0,0.209,0,0
CBWD5,0,0,0.208887795074316,0
NETO1,0,0,0.208784545011055,0
BACH2,0,0,0.208,0
DNAJC19,0,0,0,0.208
DAB1,0.207662186121761,0,0,0
CDYL2,0,0,0,0.207540042794011
CYB561D2,0,0,0,0.207401202400734
PPFIBP1,0,0.207183512824121,0,0
RNASEH1-AS1,0.207,0,0,0
EP300,0,0,0.206385259404303,0
LMLN,0,0,0.206,0
ARNTL,0.205548084794662,0,0,0
FAM210A,0,0,0,0.205487577433351
AC104472.3,0.104,0,0.101,0
NRDC,0,0.205,0,0
RFX1,0,0,0,0.205
SOBP,0.205,0,0,0
ZNF154,0,0,0.205,0
DDX3Y,0,0,0.204396123280474,0
PFKFB2,0,0,0.20408573866302,0
GK,0.204,0,0,0
ZNF335,0,0.203831785285311,0,0
AKAP8L,0,0.203,0,0
MLH3,0,0,0.203,0
NRN1,0,0,0,0.203
PYCR2,0,0,0,0.203
ZNF569,0,0,0.202869009113071,0
ATP5PO,0,0,0,0.202
NFATC3,0,0,0.202,0
FAM207A,0,0,0.201791547017437,0
RWDD2B,0,0,0.201123265103295,0
ZNF433-AS1,0,0,0,0.20103405069644
DDX31,0,0,0,0.201
SKOR2,0,0,0,0.200780240473969
SRGAP2,0,0,0,0.200693690228869
HOMER2,0,0,0.200657262239323,0
TULP4,0,0,0.200542808300871,0
DERA,0,0,0.200459229605041,0
DPY19L2P2,0,0,0.200288800804382,0
RPGRIP1L,0.200255354515405,0,0,0
MED17,0.2,0,0,0
UBXN4,0,0,0.2,0
ZNF625-ZNF20,0,0,0.2,0
SLC2A11,0,0,0.199416393611724,0
AP1S2,0,0,0.199,0
ATG2B,0,0,0,0.198886788952083
NUP62,0,0,0.198259701139705,0
LENG8,0,0,0.198120867456361,0
ERC2,0,0,0.198,0
FOXRED1,0,0,0,0.198
AC245297.4,0.197832337316806,0,0,0
MYO6,0,0.19780336412218,0,0
SLC25A26,0,0.197399830385749,0,0
ANO5,0,0.197209745058584,0,0
CLIP1,0,0,0.197,0
JKAMP,0.197,0,0,0
QTRT2,0,0,0,0.197
DTNA,0,0,0.196329957539567,0
ERBIN,0,0.196,0,0
AGGF1,0,0,0,0.194941960283551
RALGAPA1,0,0,0.194939117314484,0
GNS,0,0,0.194911252820405,0
RABGAP1,0,0.19373081924146,0,0
AIM2,0,0,0.193627766953381,0
FAM66A,0,0,0,0.193518074487475
GUSBP11,0,0.193,0,0
ZNRD1ASP,0,0,0,0.192705152226676
CCDC93,0,0,0.192422741477566,0
NF1,0.192069933907175,0,0,0
PTPRM,0,0,0,0.192
TP73-AS1,0,0,0.1917731324758,0
ATXN7L2,0,0,0.191293282840583,0
MRAP2,0,0.191110620021891,0,0
BCHE,0,0,0.191091845615829,0
AC008581.2,0,0,0,0.191050246828227
EFHC1,0,0,0.191,0
GOLGA2P10,0.191,0,0,0
NAA25,0.190918580382162,0,0,0
PCM1,0,0,0.190178234773647,0
PEX5L,0,0,0.19,0
AMZ2,0,0,0.189768528667842,0
MEAK7,0,0,0,0.189183037654582
CIART,0.189,0,0,0
HM13,0,0,0.189,0
BPHL,0,0.188,0,0
SGCD,0,0,0,0.187332941011814
AC084262.2,0.187,0,0,0
MTX1,0,0,0,0.187
FOXD3-AS1,0,0,0.186500575521476,0
STIM1,0,0.186,0,0
SLC12A5,0,0,0.185934319431638,0
SIPA1L3,0,0,0.185203121378126,0
TPP2,0,0,0.184810271770402,0
SLC35A1,0,0,0.184636753643156,0
TMEM108,0.184463951342707,0,0,0
DNAJC6,0,0,0.184,0
RBM38,0,0,0.184,0
RPS24,0,0,0.184,0
ODR4,0,0,0.183058045601068,0
ANK1,0,0,0.183,0
COMTD1,0,0,0.182455459798091,0
MYO5A,0,0,0,0.182445461835919
AC231759.2,0.182149606955006,0,0,0
AP3S1,0,0,0,0.182
JAK1,0,0.182,0,0
SHROOM1,0.182,0,0,0
XPNPEP3,0,0,0.182,0
ZNF286B,0.182,0,0,0
CBWD4P,0,0,0,0.181949853145279
NFAM1,0.181613059259682,0,0,0
URGCP-MRPS24,0,0.181594038183331,0,0
CILK1,0,0,0.18146029719243,0
SNCAIP,0,0.181353973524558,0,0
GPX7,0,0,0,0.181130158961443
TRMT2B,0,0,0.180931364832914,0
SSH2,0,0,0.180817019710674,0
PPP6C,0,0,0.178530763136418,0
PDPR,0.178,0,0,0
MIGA1,0,0,0.177883835727093,0
DICER1-AS1,0,0.177,0,0
HSCB,0,0.177,0,0
HTR7,0,0.177,0,0
MBD5,0,0,0.176984716511996,0
HIRA,0,0,0.176948539291058,0
RPS9,0,0,0.176882137422938,0
STRIP2,0,0,0.176370077227211,0
WAC,0,0,0.176,0
ZNF213,0,0,0.176,0
ST6GALNAC6,0,0,0.175427957284618,0
PLXNC1,0,0,0.175406526374504,0
SPATA6,0.175,0,0,0
ZFR2,0,0,0,0.175
LINC01145,0,0,0,0.17415416612346
DDB2,0,0,0,0.174
PCK2,0.174,0,0,0
RAVER2,0,0,0.174,0
ADAL,0,0,0,0.17337876161483
HMGCL,0,0.173,0,0
JAK2,0,0,0.173,0
RHBDL3,0.173,0,0,0
SMARCE1,0,0,0.173,0
TMBIM6,0,0.173,0,0
COA1,0,0,0.172,0
GALT,0.172,0,0,0
METTL23,0,0.172,0,0
ZFX,0.170196118131949,0,0,0
ATG10,0,0,0.17,0
ATP5MC1,0,0.17,0,0
STX3,0.17,0,0,0
C22orf39,0,0,0.169857945036335,0
ABAT,0,0,0.169600503786804,0
KIRREL1,0,0,0.169590810298986,0
LCORL,0,0,0.169419336363594,0
ARMC10,0,0.169276903730745,0,0
CERT1,0,0.169,0,0
FASTKD1,0,0,0,0.169
HDAC11,0,0,0,0.169
MDH1B,0,0,0.169,0
RIDA,0.169,0,0,0
RPL41,0,0.169,0,0
SYNE2,0,0,0,0.169
ZDHHC14,0,0,0,0.169
ZNF418,0.169,0,0,0
RBKS,0,0,0.16802831232438,0
NCOA1,0,0,0.168,0
E2F5,0,0,0.167,0
FBXW4,0,0,0.167,0
IFI27L1,0,0,0.167,0
PAM,0,0,0,0.167
RFWD3,0,0,0.167,0
SNAPC3,0,0,0,0.166754425738798
ASAH1,0,0,0,0.166
CHKB,0,0,0.166,0
DNAJB6,0.166,0,0,0
GMPPB,0,0.166,0,0
HNRNPC,0,0,0.166,0
PAXX,0,0,0.166,0
PCNX4,0,0,0.166,0
SDHAP1,0,0.166,0,0
FGF9,0,0,0.164455044073807,0
LATS1,0,0,0.164285322009162,0
MED23,0,0,0,0.164
PAK3,0,0,0,0.164
EIF1AD,0,0,0.163358587698677,0
HARS2,0.163,0,0,0
MAP2K3,0.162598786608487,0,0,0
TCAIM,0,0,0.162471001509371,0
TRAPPC8,0.162298902246701,0,0,0
RALGPS1,0,0.16201506302133,0,0
FZD3,0.162,0,0,0
IMMP2L,0,0,0.162,0
ZNF461,0,0,0.162,0
CPT2,0,0,0.161,0
ZNF394,0,0.161,0,0
CACTIN,0,0.16,0,0
CTDP1,0,0,0,0.16
EXD2,0,0,0,0.16
GON4L,0,0.16,0,0
SPIN3,0,0,0.16,0
STYXL1,0.16,0,0,0
ZDHHC20,0.16,0,0,0
ZNF320,0,0,0.16,0
SGIP1,0,0,0.159421145008543,0
ABCA7,0,0,0,0.159
NDUFAF6,0,0,0,0.159
QKI,0,0,0.158292554680855,0
NT5C2,0,0,0.158070428783184,0
CBX7,0,0,0.158,0
CYBC1,0,0,0,0.158
DNMT3A,0,0,0,0.158
AP003108.2,0,0,0.157,0
WWOX,0,0,0,0.156473229733877
DDR1,0,0.155,0,0
PRXL2B,0,0,0,0.155
TVP23C,0,0,0.155,0
DIAPH1,0,0,0.154285086857956,0
IFT20,0,0,0.154,0
SMO,0,0,0.154,0
TMEM14B,0.154,0,0,0
ZFP69B,0,0.154,0,0
LRTOMT,0,0,0,0.153
PCBP3,0,0,0,0.153
EDEM2,0,0,0,0.152
R3HDM4,0,0.152,0,0
ST20-MTHFS,0.152,0,0,0
ZNF337-AS1,0,0,0.152,0
ARHGAP17,0,0,0.151491934739936,0
AC026412.1,0,0,0.151,0
CELF1,0.151,0,0,0
DUS4L,0,0,0,0.151
FRMPD3,0,0,0,0.151
HPF1,0,0,0.151,0
HDAC9,0,0,0.15,0
HID1,0,0,0.15,0
RABL2A,0,0,0.15,0
SCARB1,0,0,0,0.15
ZSCAN30,0,0,0.15,0
ANKRD13D,0,0,0.14935105057243,0
DIS3L,0,0,0.149,0
PALM2AKAP2,0,0,0,0.149
PTBP3,0,0,0.149,0
CTC1,0,0.148,0,0
DPP8,0,0.148,0,0
FAM135A,0,0,0.148,0
FRG1CP,0.148,0,0,0
MAP3K13,0,0,0,0.148
MASTL,0,0,0.148,0
RIMS1,0,0,0.148,0
RUNX1T1,0,0,0.148,0
JARID2,0,0,0.147983668821097,0
CBR4,0,0,0.147386026984151,0
C5orf38,0,0,0.147,0
CFAP298-TCP10L,0,0,0,0.147
CHD8,0,0.147,0,0
NIT2,0,0,0.147,0
MIS12,0,0,0.146117212546535,0
C22orf23,0,0,0,0.146
RNF121,0,0,0.146,0
TXLNGY,0,0.146,0,0
ZNF609,0,0,0.145984359113334,0
PLEKHA6,0,0,0.145138677285321,0
FAN1,0.145,0,0,0
FLAD1,0,0,0.145,0
GRK4,0.145,0,0,0
